name_1,name_2
Alam Group,"Crocodile Tool Company Limited – Jinja, Uganda"
Alam Group,"Alam Property Limited – Kampala, Uganda"
Alam Group,"Rhino Footwear Limited – Kampala, Uganda"
Alam Group,"Casements Africa Limited – Kampala, Uganda"
Alam Group,"Roofclad Limited – Kampala, Uganda"
Alam Group,"Oxygas Limited – Kampala, Uganda"
Alam Group,"Kenya United Steel Company Limited (KUSCO) – Mombasa, Kenya"
Alam Group,"Casements Africa Rwanda Limited – Kigali, Rwanda"
Alam Group,"Geo Lodges Limited – Kampala, Uganda"
Alam Group,"Ama Ply Limited – Kampala, Uganda"
Alam Group,"Ekono Homes Limited – Kampala, Uganda"
Aya Group,Aya Group of Companies
Aya Group,"Aya Bakery Limited - Kampala, Uganda"
Aya Group,"Aya Biscuits Limited - Kampala, Uganda"
Aya Group,"Aya Foundation Limited - Kampala, Uganda - non-profit charity, helping needy children"
Aya Group,Aya Investments Limited - Kampala Uganda - Owners of Kampala Hilton Hotel - One of the only three 5-star hotels in Uganda
Aya Group,"Aya Mills Limited - Kampala, Uganda"
Aya Group,"Fifi Transport Limited - Kampala, Uganda"
Aya Group,"Pan Afric Commodities Limited - Kampala, Uganda[6]"
Aya Group,"Aya Minining Limited - Kampala, Uganda"
Aya Group,"Aya Mohammed Trade Plc. - Dubai, United Arab Emirates"
Aya Group,Aya Property Developers Inc. - New York City
DFCU Group,Development Finance Company of Uganda Group
International Medical Group,International Hospital Kampala (IHK)
International Medical Group,International Health Sciences University (IHSU)[4]
International Medical Group,IAA Healthcare – medical insurance
International Medical Group,International Medical Foundation (IMF) – the group's charitable foundation
International Medical Group,International Medical Centres (IMC) – network of private clinics
International Medical Group,International Diagnostic Centre (IDC) – a referral centre
Madhvani Group,Madhvani Group of Companies
Madhvani Group,"Chobe Safari Lodge, Murchison Falls National Park, Uganda"
Madhvani Group,"East African Packaging Solutions, Njeru, Uganda – now sole owner after buying out partner"
Madhvani Group,"East African Distributors Limited – furniture and hardware merchandising, Kampala, Uganda"
Madhvani Group,East African Glass Works Limited – Defunct
Madhvani Group,"Excel Construction Limited, Jinja, Uganda and Juba, South Sudan"
Madhvani Group,"East African Underwriters Limited – 51 percent shareholding by Liberty Holdings Limited of South Africa[5] Kampala, Uganda"
Madhvani Group,"Industrial Security Services Limited, Jinja, Uganda"
Madhvani Group,"Kabuye Sugar Works, Kabuye, Rwanda"
Madhvani Group,"Kajjansi Roses Limited, Kajjansi, Wakiso District, Uganda"
Madhvani Group,"Kakira Airport, Kakira, Uganda[6]"
Madhvani Group,"Kakira Power Company, Kakira, Uganda – the owner-operators of Kakira Power Station"
Madhvani Group,"Kakira Sugar Works, Kakira, Uganda – the flagship company of the Group"
Madhvani Group,"Kakira Sugar Works Hospital, Kakira, Uganda"
Madhvani Group,"Silver Back Lodge, Bwindi Forest, Uganda"
Madhvani Group,"Kakira Sweets & Confectioneries Limited, Kakira, Uganda"
Madhvani Group,"Liberty Life Assurance Uganda Limited, Kampala, Uganda"
Madhvani Group,"Madhvani Group Central Purchasing, Jinja, Uganda"
Madhvani Group,"Madhvani Group Projects Limited, Kampala, Uganda"
Madhvani Group,Madhvani Group Steel Division – Jinja Uganda
Madhvani Group,"Marasa India Resorts and Hotels, Rajkot, Gujarat, India"
Madhvani Group,"Madhvani Properties Limited, Kampala, Uganda"
Madhvani Group,"Makepasi Match Limited Jinja, Uganda – the largest producers of wax safety matches in Africa"
Madhvani Group,"Marasa Holdings Limited, Kampala, Uganda"
Madhvani Group,"Muljibhai Madhvani Foundation, Kakira, Uganda"
Madhvani Group,"Mwera Tea Estate, Mityana District, Uganda"
Madhvani Group,"Mweya Safari Lodge, Queen Elizabeth National Park, Uganda"
Madhvani Group,"Nakigalala Tea Estate, Wakiso District, Uganda"
Madhvani Group,"Paraa Safari Lodge, Murchison Falls National Park, Uganda"
Madhvani Group,"Premier Safaris Limited, Jinja, Uganda"
Madhvani Group,"Software Applications Uganda Limited, Kampala, Uganda"
Madhvani Group,"Madhvani Group Steel Division, Jinja, Uganda"
Madhvani Group,"TPSC Turbo Prop Service Centre Uganda Limited, Aircraft Maintenance, Kakira, Uganda"
Madhvani Group,Umabano Hotel – Kigali Rwanda[7]
Madhvani Group,"Marasa Africa – Holding company for all hotels and safari lodges in Uganda, Kenya and Rwanda.[8]"
Mara Group,Mara Corporation
Mukwano Group,Mukwano Group of Companies
Mukwano Group,Aqua Sipi bottled water
Mukwano Group,Kyekyo energy drinks
Mukwano Group,Mukwano edible cooking oil
Mukwano Group,Roki fortified edible cooking oil
Mukwano Group,Three Star fortified edible cooking oil
Mukwano Group,Marina margarine
Mukwano Group,Tamu baking fat
Mukwano Group,Sunseed edible sunflower oil
Mukwano Group,Nice Fry edible cooking fat
Mukwano Group,Nice Fry vegetable frying fat
Mukwano Group,"Royal Palms Housing Estate - A gated residential community, located at Butabika, 9 kilometres (5.6 mi), by road, southeast of the central business district of Kampala, on the shores of Lake Victoria.[20]"
New Vision Group,Nation Media Group
New Vision Group,New Vision Newspaper
New Vision Group,Uganda Securities Exchange
Ruparelia Group,Ruparelia Group of Companies
Ruparelia Group,Crane Management Services Limited - Kampala
Ruparelia Group,"Dehli Public International School-Naguru, Kampala"
Ruparelia Group,Goldstar Insurance Company Limited - Kampala
Ruparelia Group,"Kabira Country Club - Bukoto, Kampala"
Ruparelia Group,Kampala International School Uganda[5][6]
Ruparelia Group,Kampala Parents' School
Ruparelia Group,Kampala Speke Hotel - Kampala
Ruparelia Group,Meera Investments Limited - Kampala
Ruparelia Group,Munyonyo Commonwealth Resort - Munyonyo[7]
Ruparelia Group,Premier Roses Limited - Entebbe[8]
Ruparelia Group,Rosebud Limited - Entebbe[8]
Ruparelia Group,Sanyu FM 88.2 - Kampala
Ruparelia Group,Speke Apartments Limited - Kampala
Ruparelia Group,"Speke Resort and Conference Center - Munyonyo, Kampala"
Ruparelia Group,Tourist Hotel (Kampala) - Kampala
Ruparelia Group,Victoria University Uganda - Kampala[9]
Ruparelia Group,"The group owns commercial and real estate interests in Rwanda, South Sudan, the United Kingdom, and the United Arab Emirates.[10]"
Tirupati Development Uganda Limited,Tirupati Group Limited
Tirupati Development Uganda Limited,List of conglomerates in Uganda
Tirupati Development Uganda Limited,List of conglomerates in Africa
Tirupati Development Uganda Limited,Kampala Capital City Authority
Tirupati Development Uganda Limited,Miraj Barot
Tirupati Development Uganda Limited,List of wealthiest people in Uganda
Nass Corporation,Official website NASS The Group
Nass Corporation,Official website NASS Corporation BSC
Nass Corporation,Gulfbase: Nass Corporation Stock Screener
Nass Corporation,Gulf Daily News: Nass Corporation IPO over-subscribed 29 October 2005.
Nass Corporation,InsideView: Nass Corporation BSC
Nass Corporation,Construction Week: Nass Corp's asphalt division wins contract. Ben Roberts. 4 July 2011.
Nass Corporation,Official website NASS The Group
Nass Corporation,Official website NASS Corporation BSC
Nass Corporation,Gulfbase: Nass Corporation Stock Screener
Nass Corporation,Gulf Daily News: Nass Corporation IPO over-subscribed 29 October 2005.
Nass Corporation,InsideView: Nass Corporation BSC
Nass Corporation,Construction Week: Nass Corp's asphalt division wins contract. Ben Roberts. 4 July 2011.
A K Khan & Company,A K Khan & Co. Ltd.
Akij,Akij Group
Bashundhara Group,List of companies of Bangladesh
Bashundhara Group,Bashundhara Kings
Bashundhara Group,Bashundhara Kings Women
Beximco,The Beximco Group
Beximco,Beximco Jute Division
Beximco,Beximco Pharma
Beximco,Beximco Synthetics Ltd.
Beximco,Bangladesh Export Import Co. Ltd. – Textiles & Apparel Division
Beximco,Shinepukur Ceramics
Beximco,Beximco Petroleum Ltd.
Beximco,Beximco Power Company Ltd.
Beximco,Beximco Engineering Limited
Beximco,Bangladesh Export Import Co. Ltd. – Marine Foods Division
Beximco,Bangladesh Export Import Co. Ltd. – IT Division
Beximco,Bangladesh Online
Beximco,IFIC Bank
Beximco,Yellow
Beximco,The Independent
Beximco,Independent Television
Beximco,Akash DTH
Beximco,Bangladesh Export Import Co. Ltd. – Real Estate Division
Beximco,Beximco Computers Ltd.
Beximco,Dhaka Dynamites
Beximco,Bextrade Limited
Beximco,Beximco Securities Limited
Beximco,Beximco Communications Ltd. (DTH)
Beximco,The Westin Dhaka
Beximco,Shinepukur Cricket Club
Beximco,Giga Tech Ltd.
Beximco,Beximco Dhaka
Confidence Group,Confidence Group of Companies Limited
KDS Group,Apparel
KDS Group,Textiles
KDS Group,Apparel Trims & Packaging
KDS Group,Steel
KDS Group,Information & Communication Technologies
KDS Group,IT Training Services
KDS Group,Banking
KDS Group,Insurance
KDS Group,Investment Management
KDS Group,Shares and securities trading
KDS Group,Logistics & Shipping
KDS Group,Inland Container Depot
KDS Group,Real Estate Development
KDS Group,Other trading operations
M. M. Ispahani Limited,Ispahani Group
Nassa Group,1990: NASSA Group established by Founder and chairman Mr Nazrul Islam Mazumder.
Nassa Group,1995: NASSA Group established its Hong Kong sourcing office.
Nassa Group,"1999: EXIM Bank established, providing financial services for the retail, corporate, SME and agricultural sectors as well as in foreign trade."
Nassa Group,"2002: NASSA Taipei Textile Mills established, integrating textile production capacity into the group."
Nassa Group,"2005: NASSA Taipei Denims Ltd established, diversifying into the global denims market."
Nassa Group,"2005: NASSA Spinning Ltd established, embedding wholly owned spinning operations into the group."
Nassa Group,"2007: NASSA Properties Ltd established, investing in Dhaka's commercial infrastructure via large scale commercial property investment."
Nassa Group,2008: RANS Real Estate Ltd established.
Nassa Group,2009: EXIM Bank becomes the first privately owned bank to open an exchange house in the UK.
Nassa Group,2012: ANW Associates London Ltd established.
Nassa Group,2013: NASSA brokerage house established.
Nassa Group,2014: ANW Associates Nigeria Ltd established.
Orion Group (Bangladesh),Orion Group
Transcom Group,Transcom Group Limited
Beijing Enterprises,Beijing Enterprises Holdings Limited
Beijing North Star,Beijing North Star Company Limited
BYD Company,"Golden Link Worldwide Ltd is an investment holding company incorporated in the British Virgin Islands.[6] A wholly owned subsidiary of BYD (H.K.) Co Ltd,[33] itself a wholly owned subsidiary of BYD Co Ltd,[27] as of 2007 Golden Link held nearly 70% issued share capital of BYD Electronic (International) Co Ltd.[27]"
BYD Company,"Golden Link Worldwide Ltd is an investment holding company incorporated in the British Virgin Islands.[6] A wholly owned subsidiary of BYD (H.K.) Co Ltd,[33] itself a wholly owned subsidiary of BYD Co Ltd,[27] as of 2007 Golden Link held nearly 70% issued share capital of BYD Electronic (International) Co Ltd.[27]"
China Aerospace Science and Technology Corporation,CASC
China Merchants Group,China Merchants Group Limited
China Merchants Group,"China Merchants Holdings (International) (SEHK: 144) (55.4%)
China Merchants Holdings (Pacific) (SGX: C22) (CMHI holds 78.41%)
China Nanshan Development (Group) Corporation (CMHI holds 37% as major shareholder, government is the ultimate shareholder)
Shenzhen Chiwan Wharf Holdings Limited (SZSE: 000022)
Chiwan Container Terminal Co. Ltd.
Shekou Container Terminals Limited (CMHI holds 80% directly, 20% holds by Modern Terminals Limited)
Modern Terminals Limited (CMHI holds 27% as 2nd largest shareholder)"
China Merchants Group,China Merchants Holdings (Pacific) (SGX: C22) (CMHI holds 78.41%)
China Merchants Group,"China Nanshan Development (Group) Corporation (CMHI holds 37% as major shareholder, government is the ultimate shareholder)
Shenzhen Chiwan Wharf Holdings Limited (SZSE: 000022)
Chiwan Container Terminal Co. Ltd."
China Merchants Group,"Shenzhen Chiwan Wharf Holdings Limited (SZSE: 000022)
Chiwan Container Terminal Co. Ltd."
China Merchants Group,Chiwan Container Terminal Co. Ltd.
China Merchants Group,"Shekou Container Terminals Limited (CMHI holds 80% directly, 20% holds by Modern Terminals Limited)"
China Merchants Group,Modern Terminals Limited (CMHI holds 27% as 2nd largest shareholder)
China Merchants Group,China Merchants Shenzhen Xunlong Shipping Co. Ltd
China Merchants Group,"China Merchants Shekou Industrial Zone Holdings Co., Ltd. (wholly subsidiary)
China Merchants Property Development Co. Ltd. (SZSE: 000024) (Shekou Industrial Zone Co. owned 50.9%)"
China Merchants Group,China Merchants Property Development Co. Ltd. (SZSE: 000024) (Shekou Industrial Zone Co. owned 50.9%)
China Merchants Group,China Merchants Technology (100% owned)
China Merchants Group,"China Merchants Energy Shipping(SSE: 601872) (54.1%)
Hong Kong Ming Wah Shipping (wholly subsidiary of CM Energy Shipping)"
China Merchants Group,Hong Kong Ming Wah Shipping (wholly subsidiary of CM Energy Shipping)
China Merchants Group,Hua Jiang Transportation Economic Development Center (wholly subsidiary)
China Merchants Group,China Merchants Fiancee Holdings (wholly subsidiary)
China Merchants Group,China Merchants Industry Holdings (wholly subsidiary)
China Merchants Group,Hoi Tung Marine Machinery Suppliers (wholly subsidiary)
China Merchants Group,China Communications Import & Export Corporation (wholly subsidiary)
China Merchants Group,"China Merchants Chongqing Communications Research & Design Institute Co., Ltd. (wholly subsidiary)"
China Merchants Group,China Merchants Zhangzhou Development Zone (78%)
China Merchants Group,China Merchants Securities (51.72%)
China Merchants Group,Hua Bei Expressway
China Merchants Group,"Sinotrans&CSC Holdings
Sinotrans Limited (formerly China National Foreign Trade Transportation (Group) Corporation)
China Changjiang National Shipping (Group) Corporation (CSC)"
China Merchants Group,Sinotrans Limited (formerly China National Foreign Trade Transportation (Group) Corporation)
China Merchants Group,China Changjiang National Shipping (Group) Corporation (CSC)
China Merchants Group,"Sinotrans Shipping (directly held, not via former parent Sinotrans&CSC)"
China Merchants Group,International Marine Containers (Group) Ltd.
China Metallurgical Group Corporation,MCC
China Metallurgical Group Corporation,China Metallurgical Group Corporation
China Poly Group Corporation,China Poly Group
China Poly Group Corporation,Poly Property
China Poly Group Corporation,Poly Real Estate
China Poly Group Corporation,Poly Technologies
China Poly Group Corporation,Poly Culture
China Poly Group Corporation,Poly Theatre
China Poly Group Corporation,Poly Auction
CIMC,"China International Marine Containers (Group) Co., Ltd"
CIMC,China International Marine Containers
CIMC,Vanguard National Trailer Corporation
CITIC Group,CITIC Group Corporation Ltd.
CITIC Group,China International Trust Investment Corporation
CITIC Group,"CITIC Limited, a subsidiary of CITIC group in Hong Kong
CITIC Trust
China CITIC Bank
CITIC International Financial Holdings
CITIC Bank International"
CITIC Group,CITIC Trust
CITIC Group,"China CITIC Bank
CITIC International Financial Holdings
CITIC Bank International"
CITIC Group,"CITIC International Financial Holdings
CITIC Bank International"
CITIC Group,CITIC Bank International
CITIC Group,CITIC Resources
CITIC Group,CITIC Construction
CITIC Group,CITIC Newedge
CITIC Group,CITIC Real Estate
CITIC Group,"CITIC Capital
Amoy Food"
CITIC Group,Amoy Food
CITIC Group,CITIC Metal Group
CITIC Group,CITIC press
COSCO,China COSCO Shipping Corporation Limited
COSCO,COSCO SHIPPING
COSCO,Container shipping – carried out by COSCO SHIPPING Lines
COSCO,Dry bulk cargo shipping
COSCO,Oil & gas shipping – carried out by COSCO SHIPPING Energy
COSCO,Terminal operation – carried out by COSCO SHIPPING Ports
COSCO,"Passenger liner services – joint operation with Chinese cruise line, Astro Ocean. See also: MV Piano Land"
COSCO,Information technology
COSCO,Container shipping – carried out by COSCO SHIPPING Lines
COSCO,Dry bulk cargo shipping
COSCO,Oil & gas shipping – carried out by COSCO SHIPPING Energy
COSCO,Terminal operation – carried out by COSCO SHIPPING Ports
COSCO,"Passenger liner services – joint operation with Chinese cruise line, Astro Ocean. See also: MV Piano Land"
COSCO,Integrated logistics business
COSCO,Specialized and general cargo transportation
COSCO,Vessel agency
COSCO,Tally
COSCO,Ship chartering
COSCO,Container leasing
COSCO,Non-shipping leasing
COSCO,COSCO SHIPPING Heavy Industry
Dalian Wanda Group,Wanda Group
Dalian Wanda Group, Dalian Wanda Group
Fosun International,IDERA (98.00%)[61]
Fosun International,"China Financial Services Holdings (SEHK: 605, 4.9%)"
Fosun International,Fosun Eurasia Capital (in Russia)[62]
Fosun International,Hauck & Aufhäuser (99.91%)[61]
Fosun International,Resolution Property (in UK)[62]
Fosun International,Rio Bravo Investmentos (in Brazil)[63]
Fosun International,Sanyuan Foods (20.45%)[61]
Fosun International,St Hubert (98.12%)[61]
Fosun International,Tsingtao Brewery (17.99%)[61]
Fosun International,Banco Comercial Português (27.06%)[64]
Fosun International,China Minsheng Bank (2.22%)[65]
Fosun International,Mybank (25.00%)[61]
Fosun International,Focus Media (5.00%)[61]
Founder Group,List of computer system manufacturers
Founder Group,Li Keqiang
Founder Group,Li Yuanchao
Guangxi Guitang Group,Guitang Group
Hasee,Shenzen Hasee Computer Official Website
Hasee,Hasee Computers official (Hasee Europe with online shops)
Huawei,Femtocell
Huawei,Huawei 4G eLTE
Huawei,Lists of Chinese companies
Huawei,Nortel
Huawei,Crypto AG
Hytera,HYT
Hytera,Hytera's official United States website
Hytera,Hytera's official Europe website
JXD,JinXing Digital CO.Ltd
Legend Holdings,Legend Holdings Corporation
Legend Holdings,Legend Holdings Limited company website
Liaoning Chengda,Liaoning Chengda Company Limited
Maoye International,Maoye International Holdings Limited
Maoye International,Maoye
Nepstar,China Nepstar Chain Drugstore Ltd.
Nepstar,China Nepstar
Orient Group,"Orient Group Co., Ltd."
Orient Group,Orient Group Inc.
Ping An Bank,"Ping An Bank Co., Ltd."
Ping An Insurance,Ping An of China
Ping An Insurance,"Ping An Insurance (Group) Company of China, Ltd."
Ping An Insurance,"AI: Ping An is applying its AI technologies in financial, healthcare and smart city services.[20] Ping An has facial, voiceprint and medical image recognition technologies. It is number one in AI medical imaging, for instance, with more than 95% accuracy in the authoritative LUNA rankings for imaging in two categories for lung diseases.[18]"
Ping An Insurance,"Blockchain: Ping An's OneConnect platform is one of the largest commercial blockchain platform in the world with over 44,000 blockchain nodes providing services to over 3,000 financial institutions. Through its self-developed FiMAX proprietary blockchain technology, its zero-knowledge proof algorithm and low latency design is able to reach 50,000 transactions per second.[21]"
Ping An Insurance,"Cloud Computing: Ping An Cloud offers efficient and secure services for industries in finance, health care, auto, real estate and smart city. In 2018, Ping An Cloud successfully became GitHub's first managed serviced provider (MSP) in Greater China.[2] GitHub will provide GitHub Enterprise products and services to China enterprises through Ping An Cloud.[22]"
Shanghai Industrial Holdings,Shanghai Industrial Holdings Limited
Shanghai Industrial Holdings,SIHL
Shougang Concord International,Shoucheng Holdings Limited
Sinochem Group,Sinochem Corporation
Sinochem Group,China Foreign Economy and Trade Trust (100%)
Sinomach,China National Machinery Industry Corporation
Tencent,Foxmail
Tencent,Pengyou
Tencent,QQ browser
Tencent,Qzone
Tencent,Tencent Maps
Tencent,Tencent QQ
Tencent,Tencent Video
Tencent,Tencent Weibo
Tencent,Foxmail
Tencent,Pengyou
Tencent,QQ browser
Tencent,Qzone
Tencent,Tencent Maps
Tencent,Tencent QQ
Tencent,Tencent Video
Tencent,Tencent Weibo
Tianjin Development,Tianjin Development Holdings Limited
Tianjin Teda Company,"Tianjin TEDA Co., Ltd."
TP-Link,Official website
Yatai Group,Jilin Yatai Group Company Limited
Zhujiang Beer,"Zhujiang Brewery (Guangzhou Zhujiang Brewery Group Co., Ltd)"
Zhujiang Beer,·
Zhujiang Beer,Hong Kong Yongxin International Co
Zhujiang Beer,Guangzhou Baiyun Rongsen Packing Industrial Co
Zhujiang Beer,"Zhujiang Brewery Group Labor Service Co., Ltd"
Zhujiang Beer,Guangzhou Zhujiang Brewery Real Estate Co
Zhujiang Beer,Share-controlled subsidiaries
Zhujiang Beer,"Guangzhou Zhufeng Color Printing Products Co., Ltd"
Zhujiang Beer,"Guangzhou Rongfeng Printing & Papers Products Enterprise Co., Ltd"
Zhujiang Beer,"Guangzhou Zhujiang Brewery Joint-stock Co., Ltd"
Zhujiang Beer,"Guangzhou Yongxin Zhujiang Brewery Co., Ltd"
Zhujiang Beer,"Shantou Zhujiang Brewery Bottling Co., Ltd"
Zhujiang Beer,"Haifeng Zhujiang Brewery Bottling Co., Ltd"
Zhujiang Beer,"Xinfeng Zhujiang Brewery Bottling Co., Ltd"
Zhujiang Beer,"Yangjiang Zhujiang Brewery Bottling Co., Ltd"
Zhujiang Beer,"Meizhou Zhujiang Brewery Bottling Co., Ltd"
Zhujiang Beer,"Guangzhou Conghua Zhujiang Brewery Bottling Co., Ltd"
Zhujiang Beer,"Shijiazhuang Zhujiang Brewery Co., Ltd"
Zhujiang Beer,"Zhanjiang Zhujiang Brewery Co., Ltd"
Zhujiang Beer,"Dongguan Zhujiang Brewery Co., Ltd"
Zhujiang Beer,"Zhongshan Zhujiang Brewery Co., Ltd"
Zhujiang Beer,"Hong Kong Dongjing Trading CO., Ltd"
Zhujiang Beer,"Guangzhou Xinye Advertising Co., Ltd"
Zhujiang Beer,"Guangzhou Rongxin Container Co., Ltd"
Zhujiang Beer,Hong Kong Yongxin International Co
Zhujiang Beer,Guangzhou Baiyun Rongsen Packing Industrial Co
Zhujiang Beer,"Zhujiang Brewery Group Labor Service Co., Ltd"
Zhujiang Beer,Guangzhou Zhujiang Brewery Real Estate Co
Zhujiang Beer,Share-controlled subsidiaries
Zhujiang Beer,"Guangzhou Zhufeng Color Printing Products Co., Ltd"
Zhujiang Beer,"Guangzhou Rongfeng Printing & Papers Products Enterprise Co., Ltd"
Zhujiang Beer,"Guangzhou Zhujiang Brewery Joint-stock Co., Ltd"
Zhujiang Beer,"Guangzhou Yongxin Zhujiang Brewery Co., Ltd"
Zhujiang Beer,"Shantou Zhujiang Brewery Bottling Co., Ltd"
Zhujiang Beer,"Haifeng Zhujiang Brewery Bottling Co., Ltd"
Zhujiang Beer,"Xinfeng Zhujiang Brewery Bottling Co., Ltd"
Zhujiang Beer,"Yangjiang Zhujiang Brewery Bottling Co., Ltd"
Zhujiang Beer,"Meizhou Zhujiang Brewery Bottling Co., Ltd"
Zhujiang Beer,"Guangzhou Conghua Zhujiang Brewery Bottling Co., Ltd"
Zhujiang Beer,"Shijiazhuang Zhujiang Brewery Co., Ltd"
Zhujiang Beer,"Zhanjiang Zhujiang Brewery Co., Ltd"
Zhujiang Beer,"Dongguan Zhujiang Brewery Co., Ltd"
Zhujiang Beer,"Zhongshan Zhujiang Brewery Co., Ltd"
Zhujiang Beer,"Hong Kong Dongjing Trading CO., Ltd"
Zhujiang Beer,"Guangzhou Xinye Advertising Co., Ltd"
Zhujiang Beer,"Guangzhou Rongxin Container Co., Ltd"
ZTE,"GGSN (GSM / UMTS), PGW (LTE EPC), PDSN (CDMA)"
ZTE,ZTE ZXR10-Series core switches and core routers
ZTE,MPLS routers
